업체명,업종,평점,방문자리뷰,블로그리뷰,주소,영업시간,전화번호,필터,URL,위도,경도
엉터리생고기 흑석별관,"육류,고기요리",4.36,225,19,서울 동작구 서달로14나길 10 1층,영업 중,02-814-3370,혼밥,https://tinyurl.com/2c2u38aj,37.5077216,126.963607
명당김밥,김밥,4.37,574,20,서울 동작구 현충로 94 1층,영업 종료,02-824-7958,혼밥,https://tinyurl.com/2aqyd5q3,37.5080488,126.9641975
두레박,소고기구이,4.54,416,28,서울 동작구 서달로14길 22,영업 중,02-822-4754,"회식, 가족모임",https://tinyurl.com/275lf7r2,37.5077921,126.9641794
꼬꼬댁 숯불통닭,"치킨,닭강정",,114,69,서울 동작구 서달로14가길 16 1층,영업 중,0507-1348-3785,"회식, 가족모임",https://tinyurl.com/28kluh8c,37.5073257,126.9627398
역전할머니맥주 중앙대점,"맥주,호프",4.57,357,40,서울 동작구 서달로14길 26 1층 역전할머니맥주,영업 중,02-3280-0325,"회식, 가족모임",https://tinyurl.com/2d4s2jf3,37.5076757,126.9644058
마포최대포숯불갈매기돼지갈비,돼지고기구이,4.51,455,146,서울 동작구 서달로14길 11,영업 중,02-817-0738,"회식, 가족모임",https://tinyurl.com/276gouwy,37.508063,126.963835
스파이키 2호점,"맥주,호프",4.44,73,4,서울 동작구 흑석로9길 7 2층,영업 중,02-826-9901,회식,https://tinyurl.com/2bzz4q8v,37.5076012,126.9597476
비어퀸,"맥주,호프",4.3,141,7,서울 동작구 서달로14길 8,,,회식,https://tinyurl.com/2b88kcfa,37.5079088,126.9635617
맥주창고,"맥주,호프",4.47,60,15,서울 동작구 흑석로 110 6층,영업 중,0507-1380-2202,회식,https://tinyurl.com/25q6tyrm,37.5081189,126.9614409
중대촌,요리주점,4.64,75,24,서울 동작구 흑석로 109-2 2층,영업 중,0507-1309-1495,회식,https://tinyurl.com/2cowm26z,37.5083992,126.9611703
집시포차 흑석점,한식,,79,,서울 동작구 흑석로9길 4 2층,영업 중,0507-1463-8043,회식,https://tinyurl.com/26abp2s2,37.5076802,126.959987
소문난만천곱창,"곱창,막창,양",4.39,343,14,서울 동작구 서달로12길 13,영업 중,02-813-1891,회식,https://tinyurl.com/24tkobl7,37.5069682,126.9625559
노랑통닭 중앙대점,"치킨,닭강정",4.43,254,27,서울 동작구 흑석로 101-3,영업 중,0507-1417-0208,회식,https://tinyurl.com/24cfsakr,37.5078544,126.9606973
화르르,닭발,4.25,137,58,서울 동작구 서달로14나길 3 1층,영업 중,02-813-3460,회식,https://tinyurl.com/223xwjcg,37.5077635,126.9639737
팔미낙지한마리수제비,낙지요리,4.37,568,48,서울 동작구 서달로14길 12,영업 중,02-824-9926,회식,https://tinyurl.com/2892vz79,37.5078767,126.9632111
또우리 본점,"육류,고기요리",4.28,263,26,서울 동작구 서달로14길 30,,02-817-0128,회식,https://tinyurl.com/2bu43pay,37.5075707,126.9645772
리얼후라이 흑석본점,"치킨,닭강정",4.6,320,105,서울 동작구 흑석로 113,영업 중,02-813-1804,회식,https://tinyurl.com/23ffzpbt,37.5087611,126.9614332
흑석드럼통소금구이,돼지고기구이,4.38,225,94,서울 동작구 서달로15길 22,영업 중,02-823-9292,"회식, 가족모임",https://tinyurl.com/2dz4kvq4,37.5087339,126.962042
하마케이크,케이크전문,,112,30,서울 동작구 현충로 106 1층,곧 영업 종료,0507-1382-9630,가족모임,https://tinyurl.com/2ysab9xp,37.5074099,126.9651251
진미순대,"순대,순댓국",4.33,545,166,서울 동작구 서달로12가길 5,오늘 휴무,02-812-0539,가족모임,https://tinyurl.com/28dceyw4,37.5066153,126.9627121
충북순대,"순대,순댓국",4.16,265,108,서울 동작구 서달로14길 16 1층,영업 중,02-823-0729,가족모임,https://tinyurl.com/2an4tupr,37.5078102,126.9638161
봉평면옥,한식,4.17,203,48,서울 동작구 서달로14나길 24-2 1층,오늘 휴무,0507-1496-0617,가족모임,https://tinyurl.com/233q22qm,37.507148,126.9631373
삼목등심,"육류,고기요리",4.67,139,96,서울 동작구 흑석로13길 9 1층,영업 중,0507-1364-3035,가족모임,https://tinyurl.com/2azx4ntx,37.5091214,126.9606544
땅스부대찌개 흑석시장점,"찌개,전골",4.38,545,27,서울 동작구 서달로12길 24,영업 중,02-3280-8599,가족모임,https://tinyurl.com/24h2uvvy,37.5068172,126.9628543
제주청정삼다돈 이촌직영점,돼지고기구이,4.25,686,254,서울 용산구 이촌로75길 16 한동아파트,영업 중,02-792-3392,가족모임,https://tinyurl.com/22hcfgf7,37.5206095,126.9743625
한강회관,"육류,고기요리",,438,578,서울 용산구 이촌로75길 10-3 2층,영업 중,0507-1404-9855,가족모임,https://tinyurl.com/23kcqvpv,37.5203672,126.9743329
솜씨 이촌,한식,4.35,460,594,서울 용산구 이촌로65가길 78 2층,영업 중,02-793-3888,가족모임,https://tinyurl.com/2cbfjmcp,37.5207872,126.9752424
계공감 노량진점,닭갈비,,282,"1,723",서울 동작구 만양로14길 27 1층 계공감,영업 중,0507-1334-3969,가족모임,https://tinyurl.com/295zzhtk,37.5120176,126.9455853
노들솥뚜껑,"육류,고기요리",,496,529,서울 동작구 만양로18길 14 1층,영업 중,0507-1383-9414,가족모임,https://tinyurl.com/29kws5k2,37.5130547,126.9449959
함지박,한식,4.45,"1,861",849,서울 동작구 상도로37길 68-1 1층,영업 중,0507-1341-6008,가족모임,https://tinyurl.com/2y5yskef,37.498221,126.952657
사리원,만두,4.2,"1,377",403,서울 동작구 상도로50길 2-15,영업 중,0507-1368-6022,가족모임,https://tinyurl.com/25rcptzx,37.4991605,126.9506135
이촌동면옥,한식,,"1,390",288,"서울 용산구 이촌로54길 17 1층, 2층",영업 중,02-796-7775,가족모임,https://tinyurl.com/2bf3hd7z,37.5205888,126.9675018
베리굳베이글 이수점,베이커리,,767,550,서울 동작구 동작대로 187 1층,영업 중,070-8842-2000,가족모임,https://tinyurl.com/2abzuvoo,37.4935372,126.9823621
차이옌,중식당,4.46,612,176,서울 용산구 이촌로88길 8,영업 중,02-792-0872,가족모임,https://tinyurl.com/2b8mal39,37.5182035,126.9778264
영에이치,소고기구이,,28,26,서울 동작구 동작대로29가길 23-2 1층,영업 중,0507-1375-7607,가족모임,https://tinyurl.com/2xzb3fw5,37.4891091,126.981472
화탄 숯불 우대갈비,소고기구이,4.58,198,156,서울 동작구 상도로61가길 2 1층 화탄 숯불 우대갈비,영업 중,02-6085-0506,가족모임,https://tinyurl.com/288444z6,37.4946857,126.9576072
라메,이탈리아음식,,128,113,서울 동작구 상도로37길 35 1층,영업 중,02-3280-7040,가족모임,https://tinyurl.com/27nw83hq,37.5008028,126.9505835
와세다야 이촌점,일식당,4.52,141,162,서울 용산구 이촌로88길 3 점보아파트,영업 중,02-796-0608,가족모임,https://tinyurl.com/24p3ordk,37.5182306,126.9787885
상도동솥뚜껑 숭실대점,"육류,고기요리",,49,69,서울 동작구 상도로62길 35 1층,영업 중,02-817-7779,가족모임,https://tinyurl.com/228ugpu5,37.4957791,126.9534144
더한강,"카페,디저트",,41,51,"서울 동작구 노량진로32길 29-6 1, 2층",영업 중,0507-1487-7936,데이트,https://tinyurl.com/24w32ojx,37.5123176,126.9569974
노량진할머니왕파전,한식,4.43,471,444,서울 동작구 만양로 90 2층,영업 중,02-812-4799,"데이트, 회식, 가족모임",https://tinyurl.com/2asvbx7t,37.5114475,126.9445249
라이베쿠헨,양식,4.77,123,105,서울 동작구 노량진로26길 23 라이베쿠헨,영업 중,0507-1407-6420,데이트,https://tinyurl.com/2atj3mu3,37.5115126,126.9546859
워킹온더클라우드,양식,4.69,"7,123","3,056",서울 영등포구 63로 50 한화생명빌딩 59층,브레이크타임,0507-1400-5904,"데이트, 가족모임",https://tinyurl.com/222xmgll,37.5197398,126.9398902
드포레 와인&비스트로 용산점,양식,,944,"1,495",서울 용산구 한강대로15길 8-3 1층,곧 영업 시작,0507-1375-9535,"데이트, 회식, 가족모임",https://tinyurl.com/2y5fzt2e,37.5260535,126.963968
화양연화,"육류,고기요리",,927,"1,759",서울 용산구 한강대로14가길 12,곧 영업 시작,0507-1340-6825,"데이트, 가족모임",https://tinyurl.com/23glyxkn,37.5242194,126.9650145
쇼니노,양식,,629,"1,354",서울 용산구 한강대로21길 17-18 1층,브레이크타임,0507-1390-5629,"데이트, 가족모임",https://tinyurl.com/27y8xe3j,37.5263864,126.963325
오스테리아 이아드 용산,이탈리아음식,,344,661,서울 용산구 한강대로21길 17-7 2층 osteria IAAD,오늘 휴무,0507-1447-3779,"데이트, 가족모임",https://tinyurl.com/25plotqz,37.5266173,126.9639377
버터라이스클럽 용산점,이탈리아음식,4.67,451,599,서울 용산구 한강대로7길 22-17 1층,곧 영업 시작,070-4142-8888,데이트,https://tinyurl.com/2xlorn4h,37.5254158,126.9622089
더큐어링,양식,5.0,397,251,서울 동작구 서달로14길 12 2층 더 큐어링,곧 영업 시작,0507-1364-4912,데이트,https://tinyurl.com/28d8epxg,37.5079392,126.963691
라운드스시,일식당,,587,563,서울 용산구 한강대로21길 7 나동 1층(한강로3가),곧 영업 시작,0507-1365-6822,데이트,https://tinyurl.com/27gtcfs9,37.526217,126.9645025
안남 신용산점,베트남음식,,31,635,"서울 용산구 한강대로 37 2층 205, 206호",곧 영업 시작,0507-1440-8355,데이트,https://tinyurl.com/239worf6,37.5248261,126.963139
톰스키친,"스파게티,파스타전문",4.53,86,206,서울 동작구 만양로3길 20 D동 202호,곧 영업 시작,010-2481-5969,데이트,https://tinyurl.com/2yoz3oex,37.5082,126.946517
홍홍,"육류,고기요리",,708,786,서울 용산구 한강대로7길 30-18 1층,곧 영업 시작,0507-1317-6825,"데이트, 가족모임",https://tinyurl.com/2a5pgt9m,37.5254215,126.9620275
적토발효구이 용산점,"육류,고기요리",,434,785,서울 용산구 한강대로14길 12 1층 적토발효구이 용산점,곧 영업 시작,0507-1390-6404,"데이트, 회식, 가족모임",https://tinyurl.com/22u9lcfr,37.5248723,126.9648795
룡산399 용산점,중식당,,659,"1,494",서울 용산구 한강대로14길 69 1층 102호,곧 영업 시작,0507-1479-0467,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/28wuehno,37.5234388,126.9676201
집집,한식,,862,410,서울 용산구 한강대로7길 30 집집,영업 중,0507-1355-0212,"데이트, 가족모임",https://tinyurl.com/22c4k5fq,37.5249058,126.9614807
우나 용산 본점,일식당,,92,350,"서울 용산구 한강대로 37 에피소드 용산 241, 2층",곧 영업 시작,0507-1441-4933,"데이트, 가족모임",https://tinyurl.com/2atcy8ss,37.5248261,126.963139
여덟아홉,요리주점,,263,188,서울 동작구 현충로 104 3층,곧 영업 시작,070-8822-1869,데이트,https://tinyurl.com/27o6p4xz,37.507477,126.9650411
왓어브레드 용산점,"카페,디저트",,"2,099",365,서울 용산구 한강대로15길 19-19 1층,영업 중,0507-1347-2815,데이트,https://tinyurl.com/2agupjmq,37.5253444,126.9628282
용산마루,일식당,4.54,"1,101","1,352",서울 용산구 한강대로15길 19-28 1층,곧 영업 시작,0507-1406-4090,데이트,https://tinyurl.com/2dkrypp5,37.5254534,126.9626461
케이브 용산,요리주점,,47,131,"서울 용산구 한강대로21길 17-12 3층, 4층",영업 중,0507-1481-0834,데이트,https://tinyurl.com/2b7vx7tv,37.5264805,126.9635525
피롤츠,브런치,,282,223,서울 용산구 한강대로7길 9-20 1층,영업 중,0507-1366-4897,데이트,https://tinyurl.com/266jw4mr,37.5236685,126.9615885
구스타운,와인,4.64,623,211,서울 용산구 한강대로 57 3층 구스타운,곧 영업 시작,0507-1350-8709,데이트,https://tinyurl.com/2xpdhh75,37.5261427,126.9646365
호멜맥주 2호점,"맥주,호프",,149,44,"서울 동작구 노들로2길 7 C동1층 104, 105호",영업 중,0507-1381-9357,데이트,https://tinyurl.com/262agkuw,37.5141943,126.9385861
샤뎅 노량진점,요리주점,,537,216,서울 동작구 장승배기로25길 1,영업 전,0507-1396-5532,데이트,https://tinyurl.com/29z6tl3u,37.5110553,126.9399881
베이비펌킨 신용산,브런치,,422,472,서울 용산구 한강대로10길 13 3층,영업 중,0507-1395-8232,데이트,https://tinyurl.com/27jyzam7,37.5239726,126.9642501
해리스,프랑스음식,,83,189,"서울 용산구 서빙고로24길 12-4 1층,2층 3층(한강로3가)",오늘 휴무,02-6953-2150,데이트,https://tinyurl.com/2xgwtzwl,37.5237486,126.9683484
피즈 용산,양식,,92,55,서울 용산구 서빙고로 4-10 2층,오늘 휴무,0507-1310-4265,데이트,https://tinyurl.com/2be3c77u,37.5257801,126.9652303
용산오뎅,요리주점,,44,57,서울 용산구 한강대로15길 28 1층,곧 영업 시작,0507-1386-4487,데이트,https://tinyurl.com/2y8x476q,37.526418,126.9631503
프랑제리 이크루즈 한강공원점,베이커리,,595,117,서울 영등포구 여의동로 290 이랜드크루즈 1선착장 2층 프랑제리,오늘 휴무,02-6291-6923,데이트,https://tinyurl.com/23qzu78o,37.5249039,126.9389241
라메,이탈리아음식,,128,113,서울 동작구 상도로37길 35 1층,영업 중,02-3280-7040,"데이트, 가족모임",https://tinyurl.com/27nw83hq,37.5008028,126.9505835
돼지한약방,한식,,798,199,서울 동작구 양녕로 274 그룹메가에프앤비타워 2층,영업 중,0507-1325-2628,"데이트, 가족모임",https://tinyurl.com/2crd83c9,37.5038758,126.9495519
오도,베트남음식,,45,86,서울 용산구 한강대로21가길 49 2층,곧 영업 종료,0507-1349-5754,데이트,https://tinyurl.com/235et4bz,37.525636,126.9615486
구스토리아,와인,4.73,332,213,서울 동작구 양녕로 277 1층 102호 구스토리아,오늘 휴무,0507-1351-6745,데이트,https://tinyurl.com/27d6qftk,37.5042744,126.9493493
마음집,양식,,68,192,서울 용산구 한강대로10길 11-76 (한강로3가),곧 영업 시작,0507-1371-6445,데이트,https://tinyurl.com/26tyuet7,37.5246848,126.9649523
산바다집,요리주점,,63,65,서울 동작구 흑석로9길 9 지층,곧 영업 시작,0507-1480-7173,데이트,https://tinyurl.com/2dbd8lzx,37.5076269,126.9596301
더피자사운즈,피자,4.24,803,346,서울 용산구 양녕로 445 B동 2층,오늘 휴무,0507-1483-0251,데이트,https://tinyurl.com/23svow9l,37.5176599,126.9576879
미미옥 신용산점,한식,4.45,"2,476","2,519",서울 용산구 한강대로15길 27,곧 영업 시작,0507-1376-0819,"데이트, 가족모임",https://tinyurl.com/24s5wo4j,37.5262851,126.9630047
파브리키친,이탈리아음식,,168,287,서울 용산구 한강대로15길 23-6 1층,곧 영업 시작,070-7576-4830,"데이트, 가족모임",https://tinyurl.com/2ybsest5,37.5261526,126.9627526
필수,요리주점,,218,136,서울 동작구 현충로 104 골목길쪽 1 층,영업 전,0507-1315-2631,데이트,https://tinyurl.com/2dgzxser,37.5074469,126.9649862
샤뎅 중앙대점,요리주점,,151,27,서울 동작구 흑석로7길 5 지층 1층,영업 전,0507-1348-5534,데이트,https://tinyurl.com/2c4vockd,37.507091,126.9581729
럭키호프,"맥주,호프",,179,325,서울 용산구 한강대로15길 19-4,오늘 휴무,0507-1337-1519,데이트,https://tinyurl.com/23nxuxee,37.5259807,126.9630738
일식비,일식당,4.18,279,287,서울 영등포구 여의동로 213 여의도금호리첸시아 지하1층,브레이크타임,02-786-3555,"데이트, 가족모임",https://tinyurl.com/2ahh7hyf,37.5185993,126.9396478
노들회관,한식,4.2,135,3,서울 동작구 노량진로 223 2층,,02-823-8489,넓은,https://tinyurl.com/22exglyu,37.5129674,126.9508034
노들가,한식,,35,2,서울 동작구 노량진로 223 2층,,,"넓은, 회식",https://tinyurl.com/295uvy7y,37.5129674,126.9508034
진주식당,생선회,,"1,485",391,서울 동작구 노들로 674 노량진수산물도매시장 5층 진주식당,영업 중,0507-1356-7941,"넓은, 회식, 가족모임",https://tinyurl.com/2cmt8j4m,37.5151459,126.9393429
롯데리아 노량진점,햄버거,4.35,"5,846",118,서울 동작구 장승배기로 171 아이비빌딩 1층,영업 중,02-821-0308,"넓은, 혼밥",https://tinyurl.com/26dd3qnx,37.5129612,126.9399843
KFC 노량진역,햄버거,4.39,"3,789",104,서울 동작구 노량진로 151,영업 중,02-811-1681,"넓은, 혼밥",https://tinyurl.com/2c6jm898,37.5140271,126.9430469
충남식당,생선회,4.08,569,55,서울 동작구 노들로2길 9-3,24시간 영업,02-2254-8467,"넓은, 회식",https://tinyurl.com/286zd72u,37.5143062,126.9393581
오근내2닭갈비,닭요리,4.39,"2,656","1,622",서울 용산구 한강대로11길 13 용일빌딩,영업 중,02-798-0131,"넓은, 회식",https://tinyurl.com/2an67n3c,37.52513,126.962841
백소정 중앙대점,일식당,4.82,"1,601",285,서울 동작구 흑석로9길 2 2층,곧 영업 시작,0507-1421-6221,넓은,https://tinyurl.com/2bfypyfg,37.5076227,126.9601393
양궈푸마라탕 중앙대점,마라탕,,"1,076",36,서울 동작구 흑석로9길 4 1층,영업 중,0507-1375-9779,넓은,https://tinyurl.com/282jhrte,37.5076553,126.9599525
후투타코,양식,,"1,219",241,서울 용산구 양녕로 445 노들섬 2층 A-9호,영업 중,0507-1320-2160,넓은,https://tinyurl.com/2xll9wkd,37.5173979,126.9580834
팔각도 노량진역점,닭갈비,,"1,008",190,서울 동작구 만양로18길 10 1층,영업 중,0507-1378-8316,"넓은, 회식",https://tinyurl.com/2ddpvgrn,37.5131216,126.9448574
양자강,중식당,4.33,814,54,서울 영등포구 63로 36 리버타워 지하1층 B105,영업 중,02-784-8844,"넓은, 회식",https://tinyurl.com/27ub3xo9,37.5196148,126.938528
낙지한마리수제비상도,한식,4.3,"2,172",293,서울 동작구 상도로31길 19 브라운스톤상가 1층,영업 중,0507-1307-4913,"넓은, 회식",https://tinyurl.com/27doyfyn,37.5054383,126.9439482
닥터로빈 흑석점,이탈리아음식,4.39,"1,890",453,"서울 동작구 현충로 124 1F, 2F",영업 중,02-3280-3103,"넓은, 회식",https://tinyurl.com/2b8kz9b7,37.5061925,126.9671585
이천면옥함흥냉면,냉면,4.28,"1,003",65,서울 용산구 이촌로 105,영업 중,0507-1403-7558,"넓은, 회식",https://tinyurl.com/29brxla6,37.523883,126.9596739
가락돈까스,한식,,154,14,서울 동작구 장승배기로 75 지하1층,영업 중,02-812-5882,넓은,https://tinyurl.com/2c74bqss,37.5043689,126.9389513
구월,생선회,,326,358,"서울 동작구 노량진로 147 1층 , 지하1층",영업 중,0507-1391-1640,"넓은, 회식",https://tinyurl.com/27ncbjok,37.5138503,126.9422776
